date,USDONTD156N
27/03/2019,2.39213
28/03/2019,2.39275
29/03/2019,2.382
01/04/2019,2.38813
02/04/2019,2.38025
03/04/2019,2.38613
04/04/2019,2.39413
05/04/2019,2.39375
08/04/2019,2.39175
09/04/2019,2.393
10/04/2019,2.3885
11/04/2019,2.3885
12/04/2019,2.39225
15/04/2019,2.39263
16/04/2019,2.38913
17/04/2019,2.38563
18/04/2019,2.39113
19/04/2019,.
22/04/2019,.
23/04/2019,2.40275
24/04/2019,2.39413
25/04/2019,2.39938
26/04/2019,2.4
29/04/2019,2.38975
30/04/2019,2.37913
01/05/2019,2.39188
02/05/2019,2.37313
03/05/2019,2.37788
06/05/2019,.
07/05/2019,2.36313
08/05/2019,2.36275
09/05/2019,2.35888
10/05/2019,2.35638
13/05/2019,2.34513
14/05/2019,2.34338
15/05/2019,2.34913
16/05/2019,2.35938
17/05/2019,2.35575
20/05/2019,2.35938
21/05/2019,2.35538
22/05/2019,2.3545
23/05/2019,2.35625
24/05/2019,2.3565
27/05/2019,.
28/05/2019,2.35388
29/05/2019,2.356
30/05/2019,2.35775
31/05/2019,2.3545
03/06/2019,2.36075
04/06/2019,2.36
05/06/2019,2.34538
06/06/2019,2.346
07/06/2019,2.35175
10/06/2019,2.345
11/06/2019,2.35088
12/06/2019,2.35038
13/06/2019,2.3505
14/06/2019,2.34663
17/06/2019,2.34438
18/06/2019,2.3495
19/06/2019,2.34088
20/06/2019,2.3415
21/06/2019,2.3475
24/06/2019,2.34925
25/06/2019,2.34475
26/06/2019,2.354
27/06/2019,2.35488
28/06/2019,2.37038
01/07/2019,2.35975
02/07/2019,2.35138
03/07/2019,2.35638
04/07/2019,.
05/07/2019,2.34825
08/07/2019,2.35688
09/07/2019,2.35013
10/07/2019,2.35475
11/07/2019,2.359
12/07/2019,2.35913
15/07/2019,2.35713
16/07/2019,2.35663
17/07/2019,2.36275
18/07/2019,2.36063
19/07/2019,2.362
22/07/2019,2.35963
23/07/2019,2.35375
24/07/2019,2.35225
25/07/2019,2.349
26/07/2019,2.35038
29/07/2019,2.34863
30/07/2019,2.347
31/07/2019,2.35163
01/08/2019,2.11225
02/08/2019,2.10425
05/08/2019,2.10513
06/08/2019,2.09713
07/08/2019,2.09938
08/08/2019,2.09525
09/08/2019,2.09538
12/08/2019,2.10275
13/08/2019,2.09825
14/08/2019,2.09213
15/08/2019,2.09588
16/08/2019,2.0985
19/08/2019,2.09538
20/08/2019,2.097
21/08/2019,2.093
22/08/2019,2.09363
23/08/2019,2.08838
26/08/2019,.
27/08/2019,2.09575
28/08/2019,2.08663
29/08/2019,2.095
30/08/2019,2.08963
02/09/2019,.
03/09/2019,2.09063
04/09/2019,2.09125
05/09/2019,2.09763
06/09/2019,2.09475
09/09/2019,2.09388
10/09/2019,2.0925
11/09/2019,2.0945
12/09/2019,2.08825
13/09/2019,2.09475
16/09/2019,2.11163
17/09/2019,2.15488
18/09/2019,2.18525
19/09/2019,1.96213
20/09/2019,1.8685
23/09/2019,1.8475
24/09/2019,1.842
25/09/2019,1.84075
26/09/2019,1.82988
27/09/2019,1.82713
30/09/2019,1.8215
01/10/2019,1.82613
02/10/2019,1.85125
03/10/2019,1.82238
04/10/2019,1.82075
07/10/2019,1.80825
08/10/2019,1.8055
09/10/2019,1.79
10/10/2019,1.79263
11/10/2019,1.79888
14/10/2019,.
15/10/2019,1.79513
16/10/2019,1.82575
17/10/2019,1.83813
18/10/2019,1.81513
21/10/2019,1.81113
22/10/2019,1.81288
23/10/2019,1.814
24/10/2019,1.80275
25/10/2019,1.806
28/10/2019,1.80163
29/10/2019,1.801
30/10/2019,1.80438
31/10/2019,1.59988
01/11/2019,1.59213
04/11/2019,1.55088
05/11/2019,1.54713
06/11/2019,1.5365
07/11/2019,1.54363
08/11/2019,1.53863
11/11/2019,.
12/11/2019,1.53925
13/11/2019,1.539
14/11/2019,1.527
15/11/2019,1.53675
18/11/2019,1.53538
19/11/2019,1.53688
20/11/2019,1.529
21/11/2019,1.54138
22/11/2019,1.53388
25/11/2019,1.53613
26/11/2019,1.538
27/11/2019,1.53963
28/11/2019,.
29/11/2019,1.5425
02/12/2019,1.54063
03/12/2019,1.5385
04/12/2019,1.5295
05/12/2019,1.52938
06/12/2019,1.52913
09/12/2019,1.53663
10/12/2019,1.529
11/12/2019,1.52538
12/12/2019,1.53375
13/12/2019,1.52988
16/12/2019,1.53063
17/12/2019,1.53563
18/12/2019,1.5335
19/12/2019,1.534
20/12/2019,1.53663
23/12/2019,1.5345
24/12/2019,1.53313
25/12/2019,.
26/12/2019,.
27/12/2019,1.53625
30/12/2019,1.53438
31/12/2019,1.54263
01/01/2020,.
02/01/2020,1.5405
03/01/2020,1.53675
06/01/2020,1.537
07/01/2020,1.52788
08/01/2020,1.5325
09/01/2020,1.527
10/01/2020,1.53313
13/01/2020,1.53513
14/01/2020,1.53125
15/01/2020,1.52838
16/01/2020,1.53563
17/01/2020,1.53113
20/01/2020,.
21/01/2020,1.53925
22/01/2020,1.53263
23/01/2020,1.53163
24/01/2020,1.53188
27/01/2020,1.53175
28/01/2020,1.533
29/01/2020,1.52963
30/01/2020,1.54388
31/01/2020,1.56875
03/02/2020,1.568
04/02/2020,1.5655
05/02/2020,1.57513
06/02/2020,1.572
07/02/2020,1.57738
10/02/2020,1.57463
11/02/2020,1.57125
12/02/2020,1.57413
13/02/2020,1.57338
14/02/2020,1.57613
17/02/2020,.
18/02/2020,1.56338
19/02/2020,1.57688
20/02/2020,1.56713
21/02/2020,1.57025
24/02/2020,1.5755
25/02/2020,1.569
26/02/2020,1.5715
27/02/2020,1.574
28/02/2020,1.56775
02/03/2020,1.57463
03/03/2020,1.57563
04/03/2020,1.08775
05/03/2020,1.08213
06/03/2020,1.07975
09/03/2020,1.08113
10/03/2020,1.082
11/03/2020,1.084
12/03/2020,1.08663
13/03/2020,1.08488
16/03/2020,0.23925
17/03/2020,0.25813
18/03/2020,0.37988
19/03/2020,0.29825
20/03/2020,0.21188
23/03/2020,0.2065
24/03/2020,0.17813
25/03/2020,0.20125
26/03/2020,0.14988
27/03/2020,0.13625
30/03/2020,0.12088
31/03/2020,0.119
01/04/2020,0.10875
02/04/2020,0.08588
03/04/2020,0.07663
06/04/2020,0.0745
07/04/2020,0.077
08/04/2020,0.07188
09/04/2020,0.06775
10/04/2020,.
13/04/2020,.
14/04/2020,0.07163
15/04/2020,0.06613
16/04/2020,0.067
17/04/2020,0.067
20/04/2020,0.06463
21/04/2020,0.06313
22/04/2020,0.0635
23/04/2020,0.05825
24/04/2020,0.05675
27/04/2020,0.056
28/04/2020,0.05075
29/04/2020,0.05488
30/04/2020,0.0605
01/05/2020,0.05838
04/05/2020,0.05725
05/05/2020,0.05775
06/05/2020,0.0625
07/05/2020,0.061
08/05/2020,.
11/05/2020,0.06163
12/05/2020,0.06063
13/05/2020,0.061
14/05/2020,0.0615
15/05/2020,0.062
18/05/2020,0.05975
19/05/2020,0.06038
20/05/2020,0.06238
21/05/2020,0.06113
22/05/2020,0.06075
25/05/2020,.
26/05/2020,0.06025
27/05/2020,0.06163
28/05/2020,0.063
29/05/2020,0.0615
01/06/2020,0.062
02/06/2020,0.065
03/06/2020,0.06188
04/06/2020,0.05975
05/06/2020,0.0625
08/06/2020,0.06075
09/06/2020,0.063
10/06/2020,0.06325
11/06/2020,0.0655
12/06/2020,0.06613
15/06/2020,0.06975
16/06/2020,0.07163
17/06/2020,0.0755
18/06/2020,0.07638
19/06/2020,0.07525
22/06/2020,0.06988
23/06/2020,0.07113
24/06/2020,0.07425
25/06/2020,0.07563
26/06/2020,0.07113
29/06/2020,0.08175
30/06/2020,0.08088
01/07/2020,0.07663
02/07/2020,0.08288
03/07/2020,0.08288
06/07/2020,0.08288
07/07/2020,0.083
08/07/2020,0.08288
09/07/2020,0.08175
10/07/2020,0.08138
13/07/2020,0.082
14/07/2020,0.0775
15/07/2020,0.08425
16/07/2020,0.08675
17/07/2020,0.08563
20/07/2020,0.0855
21/07/2020,0.08525
22/07/2020,0.08588
23/07/2020,0.08563
24/07/2020,0.08488
27/07/2020,0.08513
28/07/2020,0.08475
29/07/2020,0.08413
30/07/2020,0.085
31/07/2020,0.08725
03/08/2020,0.08425
04/08/2020,0.089
05/08/2020,0.08338
06/08/2020,0.08575
07/08/2020,0.08513
10/08/2020,0.086
11/08/2020,0.08525
12/08/2020,0.08538
13/08/2020,0.08488
14/08/2020,0.0855
17/08/2020,0.08475
18/08/2020,0.08363
19/08/2020,0.08463
20/08/2020,0.083
21/08/2020,0.08175
24/08/2020,0.08175
25/08/2020,0.08138
26/08/2020,0.08175
27/08/2020,0.082
28/08/2020,0.08088
31/08/2020,.
01/09/2020,0.08125
02/09/2020,0.0825
03/09/2020,0.08238
04/09/2020,0.08163
07/09/2020,.
08/09/2020,0.07938
09/09/2020,0.08213
10/09/2020,0.08413
11/09/2020,0.083
14/09/2020,0.08388
15/09/2020,0.08325
16/09/2020,0.0825
17/09/2020,0.08225
18/09/2020,0.08313
21/09/2020,0.0825
22/09/2020,0.08263
23/09/2020,0.08038
24/09/2020,0.08075
25/09/2020,0.08013
28/09/2020,0.08163
29/09/2020,0.08175
30/09/2020,0.078
01/10/2020,0.08175
02/10/2020,0.08125
05/10/2020,0.08138
06/10/2020,0.0815
07/10/2020,0.08175
08/10/2020,0.08263
09/10/2020,0.08175
12/10/2020,.
13/10/2020,0.08
14/10/2020,0.08088
15/10/2020,0.08125
16/10/2020,0.08113
19/10/2020,0.08088
20/10/2020,0.08038
21/10/2020,0.08063
22/10/2020,0.08413
23/10/2020,0.08138
26/10/2020,0.08063
27/10/2020,0.08163
28/10/2020,0.08025
29/10/2020,0.081
30/10/2020,0.08138
02/11/2020,0.08113
03/11/2020,0.082
04/11/2020,0.0815
05/11/2020,0.08138
06/11/2020,0.08263
09/11/2020,0.08113
10/11/2020,0.08488
11/11/2020,.
12/11/2020,0.0815
13/11/2020,0.08325
16/11/2020,0.08363
17/11/2020,0.08213
18/11/2020,0.08225
19/11/2020,0.08238
20/11/2020,0.08263
23/11/2020,0.082
24/11/2020,0.08013
25/11/2020,0.08
26/11/2020,.
27/11/2020,0.08025
30/11/2020,0.085
01/12/2020,0.0805
02/12/2020,0.0815
03/12/2020,0.08275
04/12/2020,0.08325
07/12/2020,0.08288
08/12/2020,0.0825
09/12/2020,0.08263
10/12/2020,0.08288
11/12/2020,0.08325
14/12/2020,0.0825
15/12/2020,0.082
16/12/2020,0.08125
17/12/2020,0.08538
18/12/2020,0.08438
21/12/2020,0.08463
22/12/2020,0.08513
23/12/2020,0.08563
24/12/2020,0.081
25/12/2020,.
28/12/2020,.
29/12/2020,0.08738
30/12/2020,0.08563
31/12/2020,0.07763
